,text,favorite_count,retweet_count,country,sentiment
2512,"Ivanka flew to Colombia today to address the migrant crisis but she's never visited the kids that Idiot Trump put in cages. Why is Ivanka not interested in meeting with the children in the cages at our border to comfort them, but willing to fly to Colombia.Oil deal? https://t.co/EX2XKRNevt",370,168,USA,-0.7675
2513,"Trump wanted to have U.S. forces equipped with bayonets to stop migrants at border, among other ideas, officials say https://t.co/VzQRVTPGT7",369,324,USA,-0.29600000000000004
2514,"Ben Shapiro calls it a ""conspiracy theory"" to link ""basic conservative tropes,"" such as calling migrants 'invaders' and saying Americans are being 'replaced,' with white supremacism https://t.co/A02uTEbGGj",369,70,USA,-0.5267
2515,"Before #2020Election @POTUS44 &amp; @JoeBiden must be held accountable for violent, disastrous overthrow of #Gaddafi. His death undid #Libya a prosperous, imperfect but functional nation. Now, desperate refugees risk everything because vacuum of no Libyan government sucks them in.",369,86,USA,-0.9485
2516,"Last night a Palestinian refugee from Lebanon arrived at Boston Logan Airport w/ a valid entry visa, ready to start studying at Harvard. Custom &amp; Border Patrol refused him entry &amp; put him on the next available plane outPlease RT: this is unacceptable #RefugeesWelcome #Palestine https://t.co/W9Iy1CrUSF",368,466,USA,-0.1027
2517,"This is another element of the Administration's cruel assault on vulnerable migrants. Denying basic care to those in U.S. custody is inhumane, and failing to take basic steps to prevent the spread of flu is a public health risk for all of us. https://t.co/bFo0t1slF9",368,171,USA,-0.9393
2518,"DHS: Panama Helping U.S. Block Migrants from Asia, Middle East https://t.co/ObX7aiN8Fq via @BreitbartNews @NeilMunroDC",367,92,USA,-0.1779
2519,Breaking: California sues the Trump administration over a new rule allowing indefinite detention of migrant children and their families https://t.co/QyYVQy997I,367,147,USA,-0.3612
2520,"Democratic congresswoman during a House hearing on the mental health of detained migrant children: ""They suffered by our hand and they are suffering still due to the long term mental health trauma. ... Caring for the most vulnerable is the most sensitive of our duties"" https://t.co/O6awD4FdL9",367,130,USA,-0.7645
2521,"To hell with your calls for civility.You don't get to play that card. You lost that moral high ground somewhere between excusing his mocking of a disabled reporter, his celebrating migrant kids in cages, and his ridiculing of a sexual assault survivor. https://t.co/hDBETeVsSP",367,124,USA,-0.9008
2522,"I will not be distracted.260 Americans have died from gun violence since last week's mass shootings.Migrant children had their parents kidnapped &amp; don't know when they'll see them again.No matter what today's news cycle will dangle in front of us, I will not be distracted.",365,106,USA,-0.8453
2523,"When Obama wanted to put refugee children in AL, then-Sen. Jeff Sessions argued his state should not have to bear burden of feeding and educating the kids. What is the case to be made that creating wards of state by deporting working parents from MS helps other Mississippians?",363,110,USA,-0.1531
2524,Among migrants waiting in Mexico to get asylum in the U.S are thousands of Africans demanding passage in. They're more coordinated than their Central American caravan counterparts/formed an official organization to spread their message. READ: https://t.co/OCL8UljaxQ,363,231,USA,-0.2263
2525,"Children are not small adults, and even a short time in detention can cause short and long-term mental and physical harm, @NewsHour reports. Experts like pediatrician @juliemlinton, who has treated hundreds of migrant children, explains the impact.https://t.co/7XtghYA3UV",363,281,USA,-0.5423
2526,Did the pilgrims that landed at Plymouth have visas???How about the 12million immigrants that entered through Ellis Island??? Did they need visas or passports then???The Bahamians are refugees who have literally lost everything!!! How inhumane and callous have we become??? https://t.co/oQ0N2RrGVq,363,168,USA,-0.6293
2527,"@vicenews 45 is seriously throwing out distraction squirrels today. What's going on with Epstein, with the economy &amp; jobs, his appalling treatment of migrants, suits to reveal the dirty laundry (pun intended) in his finances &amp; his cratering approval levels?",363,51,USA,-0.6808
2528,"The Obama Admin fought in court to keep 1000s refugee kids &amp; moms caged in concentration camps where they were raped by the 1000s  &amp; ur response is to blame #SusanSarandon for Trump using Obama's cages,  concentration camps &amp; legal arguments?  https://t.co/P3t0IIzYK0",363,183,USA,-0.8885
2529,Unless ur talking abt his record on:Haitian refugeesBill Blair in cabinetCannibis expungementTreatment of Celina Caesar-ChevannesAbdoul Abdi &amp; other deportation casesTemp foreign workers programPpl are so lazy#cdnpoli #elxn43 https://t.co/uH5S0rqliY,361,112,USA,-0.5009
2530,President Trump is greatly cutting the number of refugees coming into America. #Trump2020  #ARIELSARMY  https://t.co/0sJAPem17V,360,255,USA,-0.0591
2531,"BREAKING: Trump to cut refugees to 18,000, give localities veto over resettlement https://t.co/SmHDStSsq5 https://t.co/tkrNwCP122",360,212,USA,-0.2732
2532,"I'm never uneasy about Muslims or undocumented people or migrant families passing me on the street.No, it's pissed-off, entitled, gun-toting, professed Christian white bigots emboldened by this President who terrify me. https://t.co/hLuKti6iOZ",360,97,USA,-0.2996
2533,"She's a child worth fighting for when her mother is fleeing an impoverished nation broken by corruptionAnd she's a child worth fighting for when her mother is walking into an abortion clinicUntil you advocate for her in BOTH CASES, @Refugees, you forfeit any moral authority https://t.co/fKDm6SGiA1",360,107,USA,-0.6124
2534,"It's impossible to be devoted to the Jesus of the Scriptures, while refusing refugees, expelling immigrants, demonizing Muslims, vilifying people of color, worshiping political power, and neglecting the poor.#SaturdayMorning#SaturdayMotivation https://t.co/YvfmeCW3vo",359,149,USA,-0.7506
2535,The Trump administration is literally responsible for creating &amp; operating concentration camps where migrants have died due to negligence.Why the fuck are we having any conversation about him without saying that he needs to be removed and prosecuted?Full stop.,358,46,USA,-0.8126
2536,"How about Reynosa faction of Gulf cartel or Cartel Del Noreste de Los Zetas...?  They are literally at war along our border &amp; terrorizing Americans, Mexicans, &amp; migrants.  cc: @SecPompeo @brandondarby https://t.co/QmyMH8L97C",358,127,USA,-0.836
2537,"India is quietly taking away the citizenship of millions of Muslims. It's planning to build huge new detention camps. Hundreds have been arrested on ""suspicion of being a foreign migrant"". The terror of becoming stateless has driven dozens to suicide. https://t.co/CA2bzVtD5y",358,379,USA,-0.93
2538,"Dakota Fanning responds to backlash over her playing a Muslim refugee in a new film.""I do not play an Ethiopian woman. I play a British woman abandoned by her parents at seven years old in Africa and raised Muslim."" https://t.co/Q3reCUQgRY https://t.co/iGtFPn1wF2",357,70,USA,-0.6454
2539,"#ITALY #EU Globalists collude and take out @matteosalvinimi and import migrants by the 1,000's. New Italian president Conte calls this suicidal policy ""a new form of humanism"" whatever that means. @POTUS please back Salvini not Conte! #MAGA #ITEXIT https://t.co/9OMgYYqbJZ",357,507,USA,-0.6561
2540,A congressional probe revealed that migrants from terrorist nations are trying to enter the U.S through Mexico at record rates. There was a 300% increase in Bangladeshi nationals attempting to sneak into the country through Texas alone. READ: https://t.co/9DEzUfl8wo https://t.co/JeGtqoZ5P6,357,218,USA,-0.6597
2541,"Five Migrants Convicted After Filming Gang Rape Of 13-Year-Old, https://t.co/bs4ttwc9fr",357,250,USA,-0.6908
2542,"Criminal smuggling organizations take advantage of the weaknesses in our legal immigration framework. These ruthless profiteers use the weakness as a selling point to recruit migrants, and then exploit them for financial gain while placing them in unspeakable conditions. https://t.co/bAPjANFFN3",357,199,USA,-0.7003
2543,The decision to cut refugee admissions is an insult to our values. This is part of the Administration's assault on vulnerable people https://t.co/K66AygRNTs,356,76,USA,-0.8126
2544,"Very much resembles the migrant push into Europe, as to increase domestic terrorism, lower wages, destroy the western culture. .@day_one_noob.https://t.co/B4m12i1mDc",356,456,USA,-0.8402
2545,"Sorry, Vice President Biden, but refugees fleeing from dire poverty, from the threats of criminal gangs and from cruel dictators who were put in power by the misguided foreign policy of our own government for the past sixty years, don't have the time to ""...wait in line"".",355,54,USA,-0.9753
2546,"Immigration judge promoted by Trump threatened 2-year-old migrant boy with a dog attack, says report https://t.co/W6Cf1G7ZjW",353,587,USA,-0.5106
2547,ISIS women who have established #JihadiCourts &amp; militia inside a refugees camp of 81K in NE Syria executed other women based on ideological doctrine. After last #Baghdadi call they attacked Kurdish female guards prompting responses. Internationalization of prosecution is a must. https://t.co/4aNL3yM2xi,353,170,USA,-0.7351
2548,This is absolutely horrifying. Nuevo Laredo is so dangerous for migrants that cartels feel completely free to brazenly kidnap people that the US government sent back to Mexico off of Mexican government-contracted buses.We are beyond complicit in this human rights catastrophe. https://t.co/OXVVc6vrqC,353,281,USA,-0.8687
2549,"@IvankaTrump THEN DO IT. TELL YOUR FATHER TO STOP DEMONIZING MIGRANTS. TELL HIM TO STOP SUPPORTING WHITE SUPREMACISTS. TELL HIM TO STOP SUPPORTING LANGUAGE LIKE ""SEND THEM BACK"". JESUS CHRIST, IVANKA.",351,21,USA,-0.0085
2550,"How is the anti-immigrant hatred expressed by the mass shooter really different from the sentiment expressed in that secret CBP Facebook group? Perhaps there's an ideological connection between the mass shooting &amp; the abuse of nonwhite immigrants, migrants &amp; asylum-seekers ",351,95,USA,-0.8555
2551,California leads effort to block Trump move to detain migrant children longer https://t.co/ESmuT0DQse,349,93,USA,-0.6908
2552,"Trump admin weighs letting states, cities deny entry to refugees https://t.co/t3hN6UY8fd via @nbcnews @JuliaEAinsley",348,106,USA,-0.34
2553,"""The open borders conspiracy enabling unrelenting waves of migrant outlaws is a colossal profit-seeking venture cloaked in humanitarian virtue,"" writes @michellemalkin in her new book.https://t.co/IzcetWRe4B",348,181,USA,-0.5267
2554,No mention of the other part of the story...that President Trump suggested that migrants be shot in the leg to slow them down. https://t.co/iHvNwFPkwI https://t.co/0MgfAtvmtI,347,65,USA,-0.29600000000000004
2555,"This asylum seeker is deaf-- even under Trump's cruel 'Remain in Mexico' policy, vulnerable migrants are supposed to be exempt. But this policy has been enforced at random--forcing many to camp in Mexico.Today we're fighting to grant her the asylum she's entitled to. https://t.co/Z48rSrD8eK",347,118,USA,-0.4939
2556,This decision is deadly.The Jewish community remembers too well that US's doors &amp; those of the rest of world were shut during the Holocaust. (Plus we've been refugees many other times in history)That's why we're fighting hard against this cruelty.https://t.co/VVlHKIgetp https://t.co/la505YChwY,347,140,USA,-0.6908
2557,Just another attempt to hide the flaws in the systemSecretive Tent Courts At The Border. The Public Is Not Allowed Inside.WTF are they doing in there?#immigrationlaw #asylumseeker https://t.co/JbQdMeDeQn,347,378,USA,-0.7378
2558,Lives will be lost. Refugees who have well-founded fears of persecution will be barred from asylum if they seek protection at the border.Barred on the pretext that they didn't apply for asylum in a transit country where they would not have been safe. https://t.co/KA7y1cy6Vw,347,202,USA,-0.7584
2559,"Dear Mormons,You're not allowed to go on trek if you don't support immigrants and refugees. Sorry I don't make the rules. You don't get to pick and choose what families get to flee life threatening situations for a better life based on their skin color[?]",346,52,USA,-0.1174
2560,"the US government systemically murders Central American refugees with its immigration policies. it did in the 1980s, and it continues to today.",346,190,USA,-0.6124
2561,He had literally never been to Iraq before. He was the child of refugees. He was a Michigander. We sent him back to a place he had never lived. We sent him to his death.Damn it all to hell. https://t.co/B1MMlABIVo,346,183,USA,-0.9042
2562,Among migrants waiting in Mexico to get asylum in the U.S are thousands of Africans demanding passage in. They're more coordinated than their Central American caravan counterparts/formed an official organization to spread their message. READ: https://t.co/soadlDPiMA,345,165,USA,-0.2263
2563,Among migrants waiting in Mexico to get asylum in the U.S are thousands of Africans demanding passage in. They're more coordinated than their Central American caravan counterparts/formed an official organization to spread their message. READ: https://t.co/OCL8Ul1z9g,345,200,USA,-0.2263
2564,"@DanCrenshawTX Hi Dan,9/11Shoe bomberLawn dartsTylenol capsules laced with potassium cyanideMegan's LawMatthew Shepard ActSadie Grace Andrews ActIL HB 2627, Corey Walgren ActDeaths of 2 young migrant kids prompted CBP policy changeDeath of 9 yo w/cerebral palsy prompted RIDCF reforms",345,29,USA,-0.2732
2565,[?]@realDonaldTrump[?] WANT AMERICA FIRST???1. Stop Welfare Benefits to Illegal Aliens and Refugees after 90 day's. 2. Ban Sharia Law in ALL 50 STATES!3. Require Voter ID in ALL 50 STATES! Result: Mass Exodus of Users and Losers! https://t.co/zQ2LpBWJBo,345,306,USA,-0.9001
2566,"NEW: Man accused of stabbing 27-year-old Margery Magill to death in Washington, DC, came to the U.S. as a refugee https://t.co/5Wv0IxMp3m",344,406,USA,-0.7269
2567,"It's impossible to be devoted to the Jesus of the Scriptures, while refusing refugees, expelling immigrants, demonizing Muslims, vilifying people of color, worshiping political power, and neglecting the poor#SaturdayMorning#SaturdayThoughts https://t.co/YvfmeCW3vo",344,153,USA,-0.7506
2568,"African Migrants Protest Denial of Passage Through Mexico to U.S. One man stated he paid a human smuggler $8000 to get him to the US, that was his first mistake. Try doing it the right way instead of the wrong way then complain about it. [?]https://t.co/rFBEx42S8F",344,316,USA,-0.9022
2569,"Klu Klux Klan, and Nazis have been trying to trigger a race  war for years .  @realDonaldTrump  racists filled tweets against POC,and the treatment of migrants gives them hope the race war will  happen. #WhiteSupremacistTerrorism #VoteBlueNoMatterWho #AMJoy https://t.co/ZiqkoDnNe3",343,123,USA,-0.8555
2570,"3 of the 6 children who died in US custody had the flu.Instead working to protect their health and wellbeing, the Trump Admin is refusing to vaccinate these families from the flu.This is intentional negligence - migrant families will suffer and die because of this cruelty. https://t.co/QDJzgVsXqg",343,216,USA,-0.9679
2571,Providing false information to onstain refugee status can result in cancellation of status i.e @ilhan using a fake name. https://t.co/Kfq7VfkKhW,342,150,USA,-0.4767
2572,"Besides the horror of Trump's inhumanity towards migrants, this article details a clear impeachable offense.  Mr. McAleenan must testify.  https://t.co/laC2GISJXu",342,114,USA,-0.4767
2573,"Trump suggests shooting migrants in the legs, using alligators and snakes - American Politics - Jerusalem Post https://t.co/d9I6m587KdtRump - The embodiment of pure evil.",342,198,USA,-0.6597
2574,"Ever notice most these 2nd amendment people who keep telling us not to judge all gun owners on the actions of a few(hundred), are the exact same one who constantly rant about all migrants being criminals and/or leaches on society because they heard a guy did something once?[?]",342,88,USA,-0.8343
2575,"JUST IN: President Trump intends to shift $155 million away from federal disaster relief funds in order to cover the costs of detention space for migrants at the southern border and temporary structures for immigration hearings, NPR's @cgrisales reports.",341,471,USA,-0.5423
2576,"I'm never uneasy about Muslims or undocumented people or migrant families passing me on the street.No, it's pissed-off, entitled, gun-toting, professed Christian white bigots emboldened by this President who terrify me.#FridayThoughts https://t.co/1o5ftziulh",339,84,USA,-0.2996
2577,"A donation to Donald Trump is a donation to white supremacy, to more dead migrant children in camps, to more family separation, and that's just a fact.",338,115,USA,-0.659
2578,@FLOTUS @HHSGov Agree! Now take a stand protecting our children from gun violence and hate crimes. Take a stand against the abuse children are subjected to at migrant detention camps. More children have died from the latter than vaping.,338,35,USA,-0.9615
2579,"""These projects will deter illegal entry...and channel migrants to ports of entry.""Secretary @EsperDoD approved the move of $3.6 billion from @DeptofDefense funds toward building 175 miles of #BorderWall.https://t.co/M8pytv1rvR",337,185,USA,-0.2023
2580,"This is chilling. @realDonaldTrump  wants to ""crackdown"" on homelessness and put people into ""government facilities."" We've buried refugee children held hostage in his damn facilities. What inhumane treatment will he sanction for the unhoused? https://t.co/ANg3TrXkX7",337,204,USA,-0.4215
2581,"Police threaten #Exarcheia, an anarchist &amp; refugee hub in Greece, with a new wave of raids. Meanwhile Airbnb  continues to drive up rent. But the community vows to fight back. My latest for @thenation #Exarcheia_Resist #exarchia  https://t.co/bH4zlswcGa",337,200,USA,-0.6369
2582,#VigilForDemocracy At times I feel discouraged &amp; weary.  And then I think of the 11 million immigrants living under the black cloud of detention &amp; deportation; I think of the untold numbers of refugee families streaming to our southern border.  There is no time for weariness.,337,44,USA,-0.8176
2583,"Jesus Christ is a refugee who started a movement of the poor &amp; rejected that challenged the political authorities to the point they executed him. If you think this is what it means to ""stand for Christ,"" you've missed the good news of the One who wouldn't stay dead. https://t.co/QzN4zyaDwI",334,63,USA,-0.3935
2584,"Trump is turning away Bahamian climate refugees in the aftermath of #Dorian2019, claiming victims could be ""gang members"" 70,000 have been left homeless &amp; over 40 are dead. This is an emergency; we should be offering entry to survivors, not banning themhttps://t.co/wQODqhuKtQ",334,171,USA,-0.8481
2585,"In 10 days, Muslim-Americans have raised $120,000 to bail out detained migrant parents who can't afford bail. 5 parents have already been reunited w/ their kids.@omarsuleiman504 @ImamZaidShakir @DeanObeidallah @imraansiddiqi @NaureenAkhter @IngridMattsonhttps://t.co/wctYnyApbB",333,125,USA,-0.4019
2586,@GOPChairwoman @realDonaldTrump Breaking News: A U.S. judge blocked the Trump administration from imposing new rules that would allow for the lengthy detention of migrant children https://t.co/HfudiyaYoO,333,31,USA,-0.4767
2587,Rep. Steve King drinks from the toilet fountain at migrant facility. WTF! https://t.co/Tu95TgoNPE,332,158,USA,-0.7027
2588,"Ken Cuccinelli asked on White House driveway if persecuted Christians will suffer due to new refugee cap of 18,000'I take issue with how you ask your alleged question'On whether persecuted Christians should cross border to claim asylum: 'Absolutely not, we'll turn them back' https://t.co/hWhyUDLGyy",332,246,USA,-0.7964
2589,These. Are. Climate. Refugees. We warned you. https://t.co/IwnMJr2qp2,331,69,USA,-0.2732
2590,"Hey @SenatorCollins @SenAngusKing @chelliepingree @RepGolden Do your goddam jobs and return humanity to our country.We are purposefully, actively sending people to their deaths.#mepoliticsSick Migrants Undergoing Lifesaving Care Can Now Be Deported https://t.co/bNBESf3SZm",331,114,USA,-0.3182
2591,@dad_darius I have to say that I am confused how the taliban can come to camp David but hurricane refugees from the Bahamas are bad people and can't come to the US,331,168,USA,-0.7506
2592,"On now w/ @seanhannity radio talking crazy Open Borders Dems, criminal alien chaos, refugee resettlement &amp; remittance racketeers, and more. Tune in! #openbordersinc",331,90,USA,-0.8687
2593,"My opinion. Trump had his klan investigate Justin Trudeau's past and post pictures of him ""black faced"" because Trudeau pissed Trump off saying Canada would take refugees. This is shit Trump would do for a Distraction. Trump probably paid a million dollars of stolen tax payers $",329,99,USA,-0.9274
2594,"Fewer Illegal Migrants Will Enter US Under New Trump Rule, DHS Says https://t.co/I0cI6sG73T",328,112,USA,-0.5574
2595,"Trump warns against U.S. accepting Bahamian refugees who survived Hurricane DorianTrump: ""I don't want to allow people that weren't supposed to be in the Bahamas to come into the (U.S.) -- including some very bad people &amp; very bad gang members."" https://t.co/fqnnxFkijd",328,239,USA,-0.609
2596,This Administration's policy towards migrant children is one of cruelty. It's an insult to our nation.,328,55,USA,-0.802
2597,"Oh hell yes! Instead of talking about policies barring hurricane refugees from coming here, or the President's ongoing self-enrichment schemes, or the administration's efforts to take health care away, or environmental policies, LET'S DISCUSS WHO ASKED OR OFFERED TO RESIGN FIRST!",327,127,USA,-0.5294
2598,"I've got a piece up @WSJopinion on why it was long past time to get rid of the Flores decree, which has allowed smugglers to use migrant children as ""passports"" while further enriching cartels that profit from the border crisis. https://t.co/EV7N0xDMiM",327,181,USA,-0.5574
2599,"Tulsi Gabbard:*Doesn't support M4A, she supports Medicare ""choice"" aka public option*Voted for Trumps Syrian refugee ban*Has a questionable relationship with Trumpian fascist, islamophobic Modi.*Defends Biden &amp; Trump. Tulsi is not a progressive. Sorry to burst bubbles.",327,77,USA,-0.8375
2600,"Bad news for people trying to come here illegally. Bad news for America hating Democrats Retweet this! Somehow we've got to get the word out - ""DON'T COME""Trump admin. releases reg, extends migrant family detentions indefinitely | One America News https://t.co/1bAurGzjoT",326,400,USA,-0.8777
2601,"The same Ken Cuccinelli that as Virginia AG harassed climate scientists (@MichaelEMann), infringed academic freedom, and denies the scientific consensus on climate change, is now acting head of immigration and denying entry to Bahamian climate refugees.  See how this works? https://t.co/cD87sVYgHc",325,190,USA,-0.5423
2602,It seems odd that they would categorize the El Paso shooting as domestic terrorism against migrants when only 3 out of the 20 victims were Mexican Nationals. If migrants were his primary target it seems he fell short of his intended purpose.,325,206,USA,-0.8481
2603,"Finally SCOTUS bringing the US to full compliance with Article 33(1) of the 1951 Refugee Convention and the Protocol the U S and 125 or so other nations signed . Bravo , encore !   Killing the Liberals , Leftists and Dems.  https://t.co/BmRhx9x380",322,257,USA,-0.69
2604,"NEW Trump wanted to use bayonets to block migrants at border too. Our reporting confirms [?]@shearm[?] [?]@juliehdavis[?] story POTUS dismissed as fake, and we found other extreme ideas floated at moments of peak frustration. With [?]@jdawsey1[?] https://t.co/Oz8jNYZmsj",322,307,USA,-0.8767
2605,"Trump: ""You look at what is marching up, that is an invasion!""Terrorist: ""This attack is in response to the Hispanic invasion of Texas.""Trump on migrants: ""They're taking our jobs.""Terrorist: Migrants want to ""fill higher-paying skilled positions."" https://t.co/SVkpMo75Hb",322,230,USA,-0.9259
2606,The US government is refusing to provide flu vaccines to migrant families at detention camps. At least 3 kids have already died from the flu. They are kidnapping children &amp; then denying them basic access to care to a point where they die. This is murder.https://t.co/U45iHFNjfP,322,319,USA,-0.9674
2607,Climate change is already causing massive displacement. More than 200 million people will be forced out of their homes by 2050.My climate plan creates a new immigration classification for climate refugees. https://t.co/qQFyHD5JqvRead it here: https://t.co/s4p6bDXzkb,320,91,USA,-0.2263
2608,"More stories about migrant kids being abused.Where's the ""Pro-Life"" party?Where's the ""ALL Lives Matter"" groups?Does the right EVER get tired of defending hypocrisy?Looking at the @GOP, I see nothing but bigots and complicit cowards!If you don't like it,FUCKING @ ME!",320,78,USA,-0.7175
2609,"THIS, folks. El Salvador.@IAmAmnaNawaz is one of the few up close on what the US is doing/not doing in the migrant family crisis in the places migrants are fleeing. Thread here on a fascinating trip today with @dhsMcAleenan . https://t.co/e8JLo1oh28",319,45,USA,-0.1531
2610,"""Send her back"" is a terrible, racist chant. But it's exactly what the Trump admin is doing in our name to thousands of migrants at the border. #AMJoy https://t.co/wRI6cyFodJ",319,109,USA,-0.7964
2611,"Notice how Trump said regarding Warren: ""I hit her really hard."" This isn't just a figure of speech for him. It's his fantasy &amp; was a reality when he raped Ivana &amp; most likely socked Melania in the kidneys. Violence against women, minorities, migrants. #TrumpIsViolence",317,146,USA,-0.8658
2612,"A decision issued A.G. Barr this week will restrict migrants' ability to claim asylum based on family relations.Barr said simply being part of a nuclear family targeted for persecution doesn't qualify as a ""particular social group"" eligible for asylum. https://t.co/mRj4dB7GhF",316,410,USA,-0.0772
2613,"Thinking about the administration's refusal to vaccinate detained children along the border, I'm reminded of a leaked email in which an official said their goal was to create ""multiple unsolvable dilemmas"" that would discourage migrants from even beginning a journey to the U.S.",316,221,USA,-0.6908
2614,"You know damn well if the tragedy was committed by a Migrant, the right would make it political. I think most people are tired of prayers and want action to keep our people safe. https://t.co/hvuN4gujOS",314,52,USA,-0.5945
2615,He is the devil incarnate: Stephen Miller was a driving force behind the effort as early as 2017 to block migrant children from going to school. https://t.co/QRd40aBaYO,314,177,USA,-0.8074
2616,"Bin Laden was a Saudi Billionaire.Then we went to Iraq &amp; killed Saddam Hussein.Then we went to Libya &amp; killed Muammar Gaddafi.Then we created a refugee crisis in Syria, tried to kill the leader &amp; cut the Christian population there in half.Our 9/11 response before Trump.",314,95,USA,-0.9633
2617,"#NEW on @OANN: Border Patrol arrested roughly 51,000 migrants in August, a 30% drop from the previous month. https://t.co/9325gyF1sQ",313,96,USA,-0.6369
2618,A congressional probe revealed that migrants from terrorist nations are trying to enter the U.S through Mexico at record rates. There was a 300% increase in Bangladeshi nationals attempting to sneak into the country through Texas alone. READ: https://t.co/9DEzUfl8wo https://t.co/HUqaGPRW1t,313,211,USA,-0.6597
2619,"It's impossible to be devoted to the Jesus of the Scriptures, while refusing refugees, expelling immigrants, demonizing Muslims, vilifying people of color, worshiping political power, and neglecting the poor.#SundayMorning https://t.co/YvfmeCW3vo",313,132,USA,-0.7506
2620,"""By law, these migrants are supposed to be exempt from the Remain in Mexico policy--but CBP had decided to ignore their due process,"" Castro tweeted https://t.co/fsO9v2XREF",312,137,USA,-0.2732
2621,"Right now, Trump is fighting (so far w/ success) to undo asylum law to shut down the southern border to block Latinx refugees &amp; migrants from entering, forcing them to try to survive w/ nothing in horrific conditions in Mexico. But Polish are white so: ""Open borders"" for them! https://t.co/gWEK9tMLyW",312,141,USA,-0.2905
2622,@Mikel_Jollett Invites Taliban but is refusing to allow Bahamian refugees???,312,29,USA,-0.4098
2623,"@mattgaetz 1) a wall won't do diddley, since white racists, and not migrants, are doing the killing.2) Racist BS like this is what incites the racists to kill.3) Don't you have that witness tampering charge to worry about?#JailDWIGaetZ #MattsHeadisAGiantRectangle",312,74,USA,-0.9702
2624,"In moving to allow migrant families to be detained indefinitely, the Trump administration wants to undo a rule that has protected the youngest and most vulnerable new arrivals to the U.S. for more than 2 decades. Here's how that rule came to be. https://t.co/2LX81S0INR",311,240,USA,-0.024
2625,Ann Coulter suggests Donald Trump should be charged for employing undocumented migrant workers https://t.co/d3oBMVEL9r,311,97,USA,-0.2023
2626,Thousands of Bahamians became refugees overnight when a deadly hurricane tore through their country. And what is President Trump's first instinct? To baselessly villainize them. His utter lack of empathy toward refugees is beneath the office he occupies. https://t.co/KOu1QygLNy,311,153,USA,-0.3182
2627,3 detained migrant children have died from the flu. CBP will not be giving flu shots to detainees.Do they not realize that disease can spread to workers and out to the rest of the US?Is this trump's plan to exterminate migrants?This administration is pure evil!,309,162,USA,-0.9558
2628,"Dayton Ohio shooter was also a young white male. How about instead of caging migrant children, we cage white supremacists, starting with the president",308,98,USA,-0.25
2629,"San Francisco and Santa Clara counties filed the first lawsuit challenging the Trump admin.'s new rules to deny green cards to migrants who use Medicaid, food stamps, housing vouchers or other forms of public assistance. https://t.co/O7F0tIDZI3",306,91,USA,-0.4019
2630,"The Trump Administration's refugee and asylum policies are cruel and hypocritical. Jimmy Aldaoud had never lived in Iraq. He didn't speak Arabic. He was deported there, and died because he couldn't get insulin. https://t.co/H2niMgx3TE",306,186,USA,-0.8859999999999999
2631,Trump talks about shooting migrants - so we won't pay attention to his abuse of power  front and center in the Congress - don't fall for his BS - keep your eyes on the prize - his removal from office. https://t.co/vBEFV3o1Tv,305,140,USA,-0.0875
2632,"Caged alone 24 hours a day, denied medicine: lawsuit claims 'torture' in US migrant jails | US immigration | The Guardian https://t.co/mFxu4uULgm",305,185,USA,-0.7003
2633,"Trump, ever the White supremacist turns his cruelty on Bahamian refugees.  Trump warns of 'bad people' coming from Bahamas after hurricane https://t.co/oU3hMhsa5f via @msnbc",305,184,USA,-0.8074
2634,"Some former agents said contempt for migrants has become the rule at Border Patrol, not the exception. Offensive Facebook posts made by agents, uncovered earlier this year, reflect a culture that in some ways has been long apparent in parts of the agency.https://t.co/6jy0lxWLVa https://t.co/0QTQCiNLCm",304,149,USA,-0.3226
2635,"If white Christian Conservatives had the same passion for migrant children, mass shooting victims, sick toddlers, young black men, Muslim families, LGBTQ teens, and women that they claim to have for embryos--they'd actually be pro-life, https://t.co/nj1TvPBuzs",304,98,USA,-0.3818
2636,"The Obama admin also sought to detain migrant children indefinitely in family lock ups. The current 20-day limit, in fact, was established in a federal ruling that curbed the Obama admin's family detention policy. https://t.co/YRaWBqEuky",304,125,USA,-0.6486
2637,"Frances Perkins, an ""architect of the New Deal,"" made history as the first female cabinet member when she was appointed FDR's Secretary of Labor in 1933. She also fought to allow more Jewish refugees fleeing Nazi persecution into the US. #WomensEqualityDay https://t.co/yUEV1NHG7z",303,148,USA,-0.1027
2638,"@samstein If President Tweetsalot can go after @chrissyteigen for talking no worse than he himself does and throw Bahamian refugees off of boats at the same time, you can cover both at the same time without making comparisons. Don't normalize anything or diminish anything. It's all bad.",303,48,USA,-0.8316
2639,JUST IN: US government watchdog details trauma experienced by separated migrant children https://t.co/m0LUnXdJJx https://t.co/xWYxdQynYz,300,153,USA,-0.4215
2640,"Is he.... really gonna go about calling the book fake news and say that the reporters were wrong about the moat and alligators and spikes, but never deny he was going on about breaking laws and shooting migrants, the much worse part of it???????????",299,49,USA,-0.7688
2641,Trump's latest attack on immigrants essentially amounts to a thinly veiled refugee ban. My statement: https://t.co/vKceKLKHKR https://t.co/nMsqodg3xV,299,98,USA,-0.7717
2642,"Say it louder for the people in the back ""El Paso loses its 'safe city' title - not from migrants, but a white man killing Latinos"" https://t.co/x39ZiNx9mO",299,139,USA,-0.7783
